query,value
行业:服务 业态:生活服务 品类:家政服务 年份:2021 指标:品类规模年增长 (%) 值,26.20
行业:服务 业态:生活服务 品类:家政服务 年份:2022 指标:品类规模年增长 (%) 值,9.00
行业:服务 业态:生活服务 品类:家政服务 年份:2023 指标:品类规模年增长 (%) 值,8.50
行业:服务 业态:生活服务 品类:家政服务 年份:2024 指标:品类规模年增长 (%) 值,8.00
行业:服务 业态:生活服务 品类:家政服务 年份:2025 指标:品类规模年增长 (%) 值,7.50
行业:服务 业态:生活服务 品类:家政服务 年份:2016 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2017 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2018 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2019 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2020 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2021 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2022 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2023 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2024 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2025 指标:竞争集中度(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2016 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2017 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2018 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2019 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2020 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2021 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2022 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2023 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2024 指标:连锁化率(%) 值,\N
行业:服务 业态:生活服务 品类:家政服务 年份:2025 指标:连锁化率(%) 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2016 指标:幼儿早教品类规模及潜力预测（亿元） 值,1134.00
行业:文体 业态:体育场所 品类:小众运动 年份:2017 指标:幼儿早教品类规模及潜力预测（亿元） 值,1371.00
行业:文体 业态:体育场所 品类:小众运动 年份:2018 指标:幼儿早教品类规模及潜力预测（亿元） 值,1727.00
行业:文体 业态:体育场所 品类:小众运动 年份:2019 指标:幼儿早教品类规模及潜力预测（亿元） 值,2006.00
行业:文体 业态:体育场所 品类:小众运动 年份:2020 指标:幼儿早教品类规模及潜力预测（亿元） 值,2279.00
行业:文体 业态:体育场所 品类:小众运动 年份:2021 指标:幼儿早教品类规模及潜力预测（亿元） 值,2457.00
行业:文体 业态:体育场所 品类:小众运动 年份:2022 指标:幼儿早教品类规模及潜力预测（亿元） 值,2359.00
行业:文体 业态:体育场所 品类:小众运动 年份:2023 指标:幼儿早教品类规模及潜力预测（亿元） 值,2644.00
行业:文体 业态:体育场所 品类:小众运动 年份:2024 指标:幼儿早教品类规模及潜力预测（亿元） 值,2903.00
行业:文体 业态:体育场所 品类:小众运动 年份:2025 指标:幼儿早教品类规模及潜力预测（亿元） 值,3106.00
行业:文体 业态:体育场所 品类:小众运动 年份:2016 指标:品类规模年增长 (%) 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2017 指标:品类规模年增长 (%) 值,20.90
行业:文体 业态:体育场所 品类:小众运动 年份:2018 指标:品类规模年增长 (%) 值,25.98
行业:文体 业态:体育场所 品类:小众运动 年份:2019 指标:品类规模年增长 (%) 值,16.11
行业:文体 业态:体育场所 品类:小众运动 年份:2020 指标:品类规模年增长 (%) 值,13.61
行业:文体 业态:体育场所 品类:小众运动 年份:2021 指标:品类规模年增长 (%) 值,7.83
行业:文体 业态:体育场所 品类:小众运动 年份:2022 指标:品类规模年增长 (%) 值,-4.0
行业:文体 业态:体育场所 品类:小众运动 年份:2023 指标:品类规模年增长 (%) 值,12.10
行业:文体 业态:体育场所 品类:小众运动 年份:2024 指标:品类规模年增长 (%) 值,9.80
行业:文体 业态:体育场所 品类:小众运动 年份:2025 指标:品类规模年增长 (%) 值,7.00
行业:文体 业态:体育场所 品类:小众运动 年份:2016 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2017 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2018 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2019 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2020 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2021 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2022 指标:亲子游泳品类规模及潜力（亿元） 值,378.00
行业:文体 业态:体育场所 品类:小众运动 年份:2023 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2024 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:文体 业态:体育场所 品类:小众运动 年份:2025 指标:亲子游泳品类规模及潜力（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2016 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2017 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2018 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2019 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2020 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2021 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2022 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2023 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2024 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2025 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2016 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2017 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2018 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2019 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2020 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2021 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2022 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2023 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2024 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2025 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2016 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2017 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2018 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2019 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2020 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2021 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2022 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2023 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2024 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2025 指标:竞争集中度(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2016 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2017 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2018 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2019 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2020 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2021 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2022 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2023 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2024 指标:连锁化率(%) 值,\N
行业:零售 业态:家居建材 品类:数码家电 年份:2025 指标:连锁化率(%) 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2016 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2017 指标:品类规模及潜力预测（亿元） 值,641.00
行业:零售 业态:文体用品 品类:文创IP 年份:2018 指标:品类规模及潜力预测（亿元） 值,774.00
行业:零售 业态:文体用品 品类:文创IP 年份:2019 指标:品类规模及潜力预测（亿元） 值,951.00
行业:零售 业态:文体用品 品类:文创IP 年份:2020 指标:品类规模及潜力预测（亿元） 值,1004.00
行业:零售 业态:文体用品 品类:文创IP 年份:2021 指标:品类规模及潜力预测（亿元） 值,1218.00
行业:零售 业态:文体用品 品类:文创IP 年份:2022 指标:品类规模及潜力预测（亿元） 值,1474.00
行业:零售 业态:文体用品 品类:文创IP 年份:2023 指标:品类规模及潜力预测（亿元） 值,1748.00
行业:零售 业态:文体用品 品类:文创IP 年份:2024 指标:品类规模及潜力预测（亿元） 值,2027.00
行业:零售 业态:文体用品 品类:文创IP 年份:2025 指标:品类规模及潜力预测（亿元） 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2016 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2017 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2018 指标:品类规模年增长 (%) 值,21.00
行业:零售 业态:文体用品 品类:文创IP 年份:2019 指标:品类规模年增长 (%) 值,23.00
行业:零售 业态:文体用品 品类:文创IP 年份:2020 指标:品类规模年增长 (%) 值,6.00
行业:零售 业态:文体用品 品类:文创IP 年份:2021 指标:品类规模年增长 (%) 值,21.00
行业:零售 业态:文体用品 品类:文创IP 年份:2022 指标:品类规模年增长 (%) 值,21.00
行业:零售 业态:文体用品 品类:文创IP 年份:2023 指标:品类规模年增长 (%) 值,19.00
行业:零售 业态:文体用品 品类:文创IP 年份:2024 指标:品类规模年增长 (%) 值,16.00
行业:零售 业态:文体用品 品类:文创IP 年份:2025 指标:品类规模年增长 (%) 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2016 指标:IP文创品品类规模及潜力（亿元） 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2017 指标:IP文创品品类规模及潜力（亿元） 值,533.00
行业:零售 业态:文体用品 品类:文创IP 年份:2018 指标:IP文创品品类规模及潜力（亿元） 值,634.00
行业:零售 业态:文体用品 品类:文创IP 年份:2019 指标:IP文创品品类规模及潜力（亿元） 值,744.00
行业:零售 业态:文体用品 品类:文创IP 年份:2020 指标:IP文创品品类规模及潜力（亿元） 值,755.00
行业:零售 业态:文体用品 品类:文创IP 年份:2021 指标:IP文创品品类规模及潜力（亿元） 值,873.00
行业:零售 业态:文体用品 品类:文创IP 年份:2022 指标:IP文创品品类规模及潜力（亿元） 值,1009.00
行业:零售 业态:文体用品 品类:文创IP 年份:2023 指标:IP文创品品类规模及潜力（亿元） 值,1134.00
行业:零售 业态:文体用品 品类:文创IP 年份:2024 指标:IP文创品品类规模及潜力（亿元） 值,1263.00
行业:零售 业态:文体用品 品类:文创IP 年份:2025 指标:IP文创品品类规模及潜力（亿元） 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2016 指标:品类规模年增长（%） 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2017 指标:品类规模年增长（%） 值,\N
行业:零售 业态:文体用品 品类:文创IP 年份:2018 指标:品类规模年增长（%） 值,19.00
行业:零售 业态:文体用品 品类:文创IP 年份:2019 指标:品类规模年增长（%） 值,17.00
